,瘤开,螟沥老矫,固技刚瘤,檬固技刚瘤
384480,堡林 悼备,2017010101,35.0,23.0
384481,堡林 悼备,2017010102,34.0,23.0
384482,堡林 悼备,2017010103,28.0,20.0
384483,堡林 悼备,2017010104,28.0,19.0
384484,堡林 悼备,2017010105,25.0,20.0
384485,堡林 悼备,2017010106,33.0,19.0
384486,堡林 悼备,2017010107,33.0,27.0
384487,堡林 悼备,2017010108,35.0,26.0
384488,堡林 悼备,2017010109,35.0,28.0
384489,堡林 悼备,2017010110,37.0,27.0
384490,堡林 悼备,2017010111,44.0,38.0
384491,堡林 悼备,2017010112,54.0,37.0
384492,堡林 悼备,2017010113,60.0,42.0
384493,堡林 悼备,2017010114,54.0,38.0
384494,堡林 悼备,2017010115,46.0,31.0
384495,堡林 悼备,2017010116,46.0,28.0
384496,堡林 悼备,2017010117,50.0,30.0
384497,堡林 悼备,2017010118,56.0,37.0
384498,堡林 悼备,2017010119,61.0,36.0
384499,堡林 悼备,2017010120,65.0,38.0
384500,堡林 悼备,2017010121,56.0,34.0
384501,堡林 悼备,2017010122,51.0,38.0
384502,堡林 悼备,2017010123,53.0,40.0
384503,堡林 悼备,2017010124,53.0,37.0
384504,堡林 悼备,2017010201,51.0,38.0
384505,堡林 悼备,2017010202,47.0,37.0
384506,堡林 悼备,2017010203,44.0,33.0
384507,堡林 悼备,2017010204,49.0,39.0
384508,堡林 悼备,2017010205,55.0,45.0
384509,堡林 悼备,2017010206,54.0,44.0
384510,堡林 悼备,2017010207,55.0,44.0
384511,堡林 悼备,2017010208,63.0,45.0
384512,堡林 悼备,2017010209,70.0,57.0
384513,堡林 悼备,2017010210,71.0,51.0
384514,堡林 悼备,2017010211,75.0,54.0
384515,堡林 悼备,2017010212,76.0,51.0
384516,堡林 悼备,2017010213,78.0,55.0
384517,堡林 悼备,2017010214,66.0,43.0
384518,堡林 悼备,2017010215,48.0,30.0
384519,堡林 悼备,2017010216,48.0,31.0
384520,堡林 悼备,2017010217,46.0,29.0
384521,堡林 悼备,2017010218,40.0,23.0
384522,堡林 悼备,2017010219,40.0,28.0
384523,堡林 悼备,2017010220,45.0,27.0
384524,堡林 悼备,2017010221,48.0,33.0
384525,堡林 悼备,2017010222,51.0,37.0
384526,堡林 悼备,2017010223,54.0,41.0
384527,堡林 悼备,2017010224,76.0,59.0
384528,堡林 悼备,2017010301,94.0,67.0
384529,堡林 悼备,2017010302,94.0,74.0
384530,堡林 悼备,2017010303,100.0,80.0
384531,堡林 悼备,2017010304,113.0,97.0
384532,堡林 悼备,2017010305,139.0,118.0
384533,堡林 悼备,2017010306,131.0,115.0
384534,堡林 悼备,2017010307,111.0,95.0
384535,堡林 悼备,2017010308,111.0,90.0
384536,堡林 悼备,2017010309,96.0,82.0
384537,堡林 悼备,2017010310,103.0,85.0
384538,堡林 悼备,2017010311,98.0,75.0
384539,堡林 悼备,2017010312,90.0,66.0
384540,堡林 悼备,2017010313,88.0,64.0
384541,堡林 悼备,2017010314,74.0,54.0
384542,堡林 悼备,2017010315,74.0,60.0
384543,堡林 悼备,2017010316,62.0,46.0
384544,堡林 悼备,2017010317,60.0,40.0
384545,堡林 悼备,2017010318,49.0,34.0
384546,堡林 悼备,2017010319,63.0,38.0
384547,堡林 悼备,2017010320,72.0,41.0
384548,堡林 悼备,2017010321,72.0,43.0
384549,堡林 悼备,2017010322,67.0,45.0
384550,堡林 悼备,2017010323,69.0,43.0
384551,堡林 悼备,2017010324,68.0,48.0
384552,堡林 悼备,2017010401,66.0,46.0
384553,堡林 悼备,2017010402,60.0,43.0
384554,堡林 悼备,2017010403,60.0,47.0
384555,堡林 悼备,2017010404,59.0,41.0
384556,堡林 悼备,2017010405,57.0,41.0
384557,堡林 悼备,2017010406,54.0,43.0
384558,堡林 悼备,2017010407,56.0,41.0
384559,堡林 悼备,2017010408,59.0,45.0
384560,堡林 悼备,2017010409,72.0,54.0
384561,堡林 悼备,2017010410,83.0,62.0
384562,堡林 悼备,2017010411,93.0,70.0
384563,堡林 悼备,2017010412,108.0,79.0
384564,堡林 悼备,2017010413,,
384565,堡林 悼备,2017010414,127.0,91.0
384566,堡林 悼备,2017010415,116.0,81.0
384567,堡林 悼备,2017010416,102.0,75.0
384568,堡林 悼备,2017010417,98.0,75.0
384569,堡林 悼备,2017010418,100.0,79.0
384570,堡林 悼备,2017010419,120.0,88.0
384571,堡林 悼备,2017010420,133.0,99.0
384572,堡林 悼备,2017010421,122.0,97.0
384573,堡林 悼备,2017010422,123.0,101.0
384574,堡林 悼备,2017010423,126.0,102.0
384575,堡林 悼备,2017010424,106.0,91.0
384576,堡林 悼备,2017010501,94.0,81.0
384577,堡林 悼备,2017010502,93.0,77.0
384578,堡林 悼备,2017010503,95.0,82.0
384579,堡林 悼备,2017010504,94.0,82.0
384580,堡林 悼备,2017010505,98.0,85.0
384581,堡林 悼备,2017010506,93.0,83.0
384582,堡林 悼备,2017010507,92.0,80.0
384583,堡林 悼备,2017010508,90.0,80.0
384584,堡林 悼备,2017010509,94.0,75.0
384585,堡林 悼备,2017010510,97.0,79.0
384586,堡林 悼备,2017010511,123.0,95.0
384587,堡林 悼备,2017010512,132.0,105.0
384588,堡林 悼备,2017010513,117.0,97.0
384589,堡林 悼备,2017010514,104.0,84.0
384590,堡林 悼备,2017010515,104.0,82.0
384591,堡林 悼备,2017010516,96.0,75.0
384592,堡林 悼备,2017010517,99.0,73.0
384593,堡林 悼备,2017010518,87.0,61.0
384594,堡林 悼备,2017010519,102.0,58.0
384595,堡林 悼备,2017010520,68.0,38.0
384596,堡林 悼备,2017010521,61.0,39.0
384597,堡林 悼备,2017010522,59.0,39.0
384598,堡林 悼备,2017010523,54.0,29.0
384599,堡林 悼备,2017010524,34.0,24.0
384600,堡林 悼备,2017010601,28.0,19.0
384601,堡林 悼备,2017010602,35.0,21.0
384602,堡林 悼备,2017010603,36.0,21.0
384603,堡林 悼备,2017010604,28.0,17.0
384604,堡林 悼备,2017010605,24.0,16.0
384605,堡林 悼备,2017010606,24.0,12.0
384606,堡林 悼备,2017010607,26.0,20.0
384607,堡林 悼备,2017010608,18.0,17.0
384608,堡林 悼备,2017010609,29.0,20.0
384609,堡林 悼备,2017010610,32.0,20.0
384610,堡林 悼备,2017010611,36.0,26.0
384611,堡林 悼备,2017010612,33.0,13.0
384612,堡林 悼备,2017010613,23.0,12.0
384613,堡林 悼备,2017010614,16.0,8.0
384614,堡林 悼备,2017010615,19.0,6.0
384615,堡林 悼备,2017010616,26.0,9.0
384616,堡林 悼备,2017010617,28.0,12.0
384617,堡林 悼备,2017010618,23.0,10.0
384618,堡林 悼备,2017010619,32.0,12.0
384619,堡林 悼备,2017010620,35.0,15.0
384620,堡林 悼备,2017010621,35.0,17.0
384621,堡林 悼备,2017010622,44.0,18.0
384622,堡林 悼备,2017010623,32.0,15.0
384623,堡林 悼备,2017010624,31.0,14.0
384624,堡林 悼备,2017010701,34.0,21.0
384625,堡林 悼备,2017010702,28.0,19.0
384626,堡林 悼备,2017010703,26.0,16.0
384627,堡林 悼备,2017010704,30.0,14.0
384628,堡林 悼备,2017010705,30.0,16.0
384629,堡林 悼备,2017010706,27.0,16.0
384630,堡林 悼备,2017010707,38.0,16.0
384631,堡林 悼备,2017010708,34.0,20.0
384632,堡林 悼备,2017010709,40.0,23.0
384633,堡林 悼备,2017010710,40.0,26.0
384634,堡林 悼备,2017010711,55.0,33.0
384635,堡林 悼备,2017010712,61.0,40.0
384636,堡林 悼备,2017010713,49.0,26.0
384637,堡林 悼备,2017010714,51.0,32.0
384638,堡林 悼备,2017010715,42.0,26.0
384639,堡林 悼备,2017010716,42.0,28.0
384640,堡林 悼备,2017010717,47.0,28.0
384641,堡林 悼备,2017010718,45.0,26.0
384642,堡林 悼备,2017010719,51.0,30.0
384643,堡林 悼备,2017010720,47.0,31.0
384644,堡林 悼备,2017010721,48.0,33.0
384645,堡林 悼备,2017010722,53.0,35.0
384646,堡林 悼备,2017010723,49.0,34.0
384647,堡林 悼备,2017010724,45.0,32.0
384648,堡林 悼备,2017010801,40.0,23.0
384649,堡林 悼备,2017010802,30.0,24.0
384650,堡林 悼备,2017010803,31.0,21.0
384651,堡林 悼备,2017010804,27.0,24.0
384652,堡林 悼备,2017010805,33.0,20.0
384653,堡林 悼备,2017010806,22.0,11.0
384654,堡林 悼备,2017010807,21.0,15.0
384655,堡林 悼备,2017010808,21.0,14.0
384656,堡林 悼备,2017010809,23.0,11.0
384657,堡林 悼备,2017010810,21.0,11.0
384658,堡林 悼备,2017010811,27.0,18.0
384659,堡林 悼备,2017010812,28.0,18.0
384660,堡林 悼备,2017010813,17.0,12.0
384661,堡林 悼备,2017010814,22.0,8.0
384662,堡林 悼备,2017010815,18.0,7.0
384663,堡林 悼备,2017010816,22.0,10.0
384664,堡林 悼备,2017010817,30.0,18.0
384665,堡林 悼备,2017010818,34.0,19.0
384666,堡林 悼备,2017010819,35.0,23.0
384667,堡林 悼备,2017010820,47.0,34.0
384668,堡林 悼备,2017010821,58.0,43.0
384669,堡林 悼备,2017010822,65.0,56.0
384670,堡林 悼备,2017010823,61.0,49.0
384671,堡林 悼备,2017010824,45.0,36.0
384672,堡林 悼备,2017010901,34.0,29.0
384673,堡林 悼备,2017010902,39.0,24.0
384674,堡林 悼备,2017010903,45.0,30.0
384675,堡林 悼备,2017010904,43.0,35.0
384676,堡林 悼备,2017010905,42.0,32.0
384677,堡林 悼备,2017010906,50.0,34.0
384678,堡林 悼备,2017010907,49.0,38.0
384679,堡林 悼备,2017010908,47.0,38.0
384680,堡林 悼备,2017010909,43.0,29.0
384681,堡林 悼备,2017010910,57.0,47.0
384682,堡林 悼备,2017010911,69.0,55.0
384683,堡林 悼备,2017010912,87.0,65.0
384684,堡林 悼备,2017010913,64.0,41.0
384685,堡林 悼备,2017010914,33.0,16.0
384686,堡林 悼备,2017010915,35.0,15.0
384687,堡林 悼备,2017010916,35.0,13.0
384688,堡林 悼备,2017010917,34.0,15.0
384689,堡林 悼备,2017010918,34.0,16.0
384690,堡林 悼备,2017010919,38.0,15.0
384691,堡林 悼备,2017010920,38.0,23.0
384692,堡林 悼备,2017010921,42.0,22.0
384693,堡林 悼备,2017010922,36.0,21.0
384694,堡林 悼备,2017010923,43.0,26.0
384695,堡林 悼备,2017010924,34.0,21.0
384696,堡林 悼备,2017011001,34.0,23.0
384697,堡林 悼备,2017011002,38.0,23.0
384698,堡林 悼备,2017011003,30.0,22.0
384699,堡林 悼备,2017011004,29.0,17.0
384700,堡林 悼备,2017011005,30.0,15.0
384701,堡林 悼备,2017011006,22.0,16.0
384702,堡林 悼备,2017011007,27.0,8.0
384703,堡林 悼备,2017011008,27.0,12.0
384704,堡林 悼备,2017011009,26.0,11.0
384705,堡林 悼备,2017011010,34.0,15.0
384706,堡林 悼备,2017011011,35.0,13.0
384707,堡林 悼备,2017011012,34.0,15.0
384708,堡林 悼备,2017011013,30.0,12.0
384709,堡林 悼备,2017011014,29.0,8.0
384710,堡林 悼备,2017011015,27.0,16.0
384711,堡林 悼备,2017011016,27.0,15.0
384712,堡林 悼备,2017011017,26.0,14.0
384713,堡林 悼备,2017011018,26.0,12.0
384714,堡林 悼备,2017011019,24.0,11.0
384715,堡林 悼备,2017011020,28.0,18.0
384716,堡林 悼备,2017011021,34.0,21.0
384717,堡林 悼备,2017011022,36.0,18.0
384718,堡林 悼备,2017011023,26.0,9.0
384719,堡林 悼备,2017011024,28.0,9.0
384720,堡林 悼备,2017011101,21.0,7.0
384721,堡林 悼备,2017011102,20.0,11.0
384722,堡林 悼备,2017011103,22.0,11.0
384723,堡林 悼备,2017011104,19.0,8.0
384724,堡林 悼备,2017011105,18.0,10.0
384725,堡林 悼备,2017011106,20.0,8.0
384726,堡林 悼备,2017011107,22.0,6.0
384727,堡林 悼备,2017011108,19.0,8.0
384728,堡林 悼备,2017011109,19.0,6.0
384729,堡林 悼备,2017011110,25.0,8.0
384730,堡林 悼备,2017011111,18.0,8.0
384731,堡林 悼备,2017011112,22.0,9.0
384732,堡林 悼备,2017011113,21.0,11.0
384733,堡林 悼备,2017011114,18.0,7.0
384734,堡林 悼备,2017011115,24.0,8.0
384735,堡林 悼备,2017011116,20.0,11.0
384736,堡林 悼备,2017011117,20.0,10.0
384737,堡林 悼备,2017011118,25.0,11.0
384738,堡林 悼备,2017011119,27.0,9.0
384739,堡林 悼备,2017011120,29.0,16.0
384740,堡林 悼备,2017011121,27.0,15.0
384741,堡林 悼备,2017011122,30.0,20.0
384742,堡林 悼备,2017011123,31.0,16.0
384743,堡林 悼备,2017011124,26.0,16.0
384744,堡林 悼备,2017011201,26.0,18.0
384745,堡林 悼备,2017011202,30.0,17.0
384746,堡林 悼备,2017011203,26.0,16.0
384747,堡林 悼备,2017011204,27.0,16.0
384748,堡林 悼备,2017011205,22.0,15.0
384749,堡林 悼备,2017011206,24.0,17.0
384750,堡林 悼备,2017011207,22.0,15.0
384751,堡林 悼备,2017011208,28.0,11.0
384752,堡林 悼备,2017011209,27.0,18.0
384753,堡林 悼备,2017011210,45.0,23.0
384754,堡林 悼备,2017011211,46.0,23.0
384755,堡林 悼备,2017011212,57.0,30.0
384756,堡林 悼备,2017011213,53.0,35.0
384757,堡林 悼备,2017011214,40.0,24.0
384758,堡林 悼备,2017011215,69.0,50.0
384759,堡林 悼备,2017011216,116.0,85.0
384760,堡林 悼备,2017011217,130.0,102.0
384761,堡林 悼备,2017011218,151.0,117.0
384762,堡林 悼备,2017011219,119.0,91.0
384763,堡林 悼备,2017011220,100.0,72.0
384764,堡林 悼备,2017011221,76.0,55.0
384765,堡林 悼备,2017011222,65.0,48.0
384766,堡林 悼备,2017011223,53.0,45.0
384767,堡林 悼备,2017011224,57.0,38.0
384768,堡林 悼备,2017011301,56.0,34.0
384769,堡林 悼备,2017011302,48.0,37.0
384770,堡林 悼备,2017011303,46.0,34.0
384771,堡林 悼备,2017011304,40.0,29.0
384772,堡林 悼备,2017011305,34.0,25.0
384773,堡林 悼备,2017011306,29.0,14.0
384774,堡林 悼备,2017011307,28.0,17.0
384775,堡林 悼备,2017011308,27.0,15.0
384776,堡林 悼备,2017011309,36.0,18.0
384777,堡林 悼备,2017011310,46.0,23.0
384778,堡林 悼备,2017011311,55.0,27.0
384779,堡林 悼备,2017011312,46.0,27.0
384780,堡林 悼备,2017011313,37.0,20.0
384781,堡林 悼备,2017011314,47.0,26.0
384782,堡林 悼备,2017011315,49.0,34.0
384783,堡林 悼备,2017011316,69.0,48.0
384784,堡林 悼备,2017011317,38.0,27.0
384785,堡林 悼备,2017011318,37.0,27.0
384786,堡林 悼备,2017011319,35.0,22.0
384787,堡林 悼备,2017011320,29.0,19.0
384788,堡林 悼备,2017011321,27.0,18.0
384789,堡林 悼备,2017011322,31.0,11.0
384790,堡林 悼备,2017011323,22.0,11.0
384791,堡林 悼备,2017011324,27.0,16.0
384792,堡林 悼备,2017011401,23.0,14.0
384793,堡林 悼备,2017011402,22.0,13.0
384794,堡林 悼备,2017011403,28.0,14.0
384795,堡林 悼备,2017011404,27.0,13.0
384796,堡林 悼备,2017011405,32.0,17.0
384797,堡林 悼备,2017011406,34.0,16.0
384798,堡林 悼备,2017011407,37.0,19.0
384799,堡林 悼备,2017011408,42.0,18.0
384800,堡林 悼备,2017011409,40.0,21.0
384801,堡林 悼备,2017011410,47.0,18.0
384802,堡林 悼备,2017011411,48.0,16.0
384803,堡林 悼备,2017011412,51.0,8.0
384804,堡林 悼备,2017011413,48.0,11.0
384805,堡林 悼备,2017011414,39.0,11.0
384806,堡林 悼备,2017011415,32.0,8.0
384807,堡林 悼备,2017011416,31.0,8.0
384808,堡林 悼备,2017011417,25.0,6.0
384809,堡林 悼备,2017011418,27.0,9.0
384810,堡林 悼备,2017011419,25.0,11.0
384811,堡林 悼备,2017011420,28.0,9.0
384812,堡林 悼备,2017011421,25.0,11.0
384813,堡林 悼备,2017011422,23.0,10.0
384814,堡林 悼备,2017011423,25.0,7.0
384815,堡林 悼备,2017011424,30.0,8.0
384816,堡林 悼备,2017011501,29.0,12.0
384817,堡林 悼备,2017011502,34.0,14.0
384818,堡林 悼备,2017011503,32.0,13.0
384819,堡林 悼备,2017011504,38.0,13.0
384820,堡林 悼备,2017011505,40.0,10.0
384821,堡林 悼备,2017011506,37.0,15.0
384822,堡林 悼备,2017011507,37.0,12.0
384823,堡林 悼备,2017011508,32.0,13.0
384824,堡林 悼备,2017011509,32.0,10.0
384825,堡林 悼备,2017011510,26.0,9.0
384826,堡林 悼备,2017011511,28.0,15.0
384827,堡林 悼备,2017011512,27.0,10.0
384828,堡林 悼备,2017011513,27.0,9.0
384829,堡林 悼备,2017011514,20.0,6.0
384830,堡林 悼备,2017011515,21.0,8.0
384831,堡林 悼备,2017011516,24.0,7.0
384832,堡林 悼备,2017011517,20.0,5.0
384833,堡林 悼备,2017011518,19.0,8.0
384834,堡林 悼备,2017011519,25.0,9.0
384835,堡林 悼备,2017011520,20.0,12.0
384836,堡林 悼备,2017011521,21.0,10.0
384837,堡林 悼备,2017011522,22.0,10.0
384838,堡林 悼备,2017011523,24.0,13.0
384839,堡林 悼备,2017011524,23.0,12.0
384840,堡林 悼备,2017011601,23.0,12.0
384841,堡林 悼备,2017011602,15.0,10.0
384842,堡林 悼备,2017011603,21.0,9.0
384843,堡林 悼备,2017011604,17.0,13.0
384844,堡林 悼备,2017011605,20.0,14.0
384845,堡林 悼备,2017011606,22.0,12.0
384846,堡林 悼备,2017011607,19.0,10.0
384847,堡林 悼备,2017011608,22.0,13.0
384848,堡林 悼备,2017011609,31.0,22.0
384849,堡林 悼备,2017011610,49.0,34.0
384850,堡林 悼备,2017011611,33.0,13.0
384851,堡林 悼备,2017011612,26.0,10.0
384852,堡林 悼备,2017011613,24.0,12.0
384853,堡林 悼备,2017011614,25.0,9.0
384854,堡林 悼备,2017011615,21.0,10.0
384855,堡林 悼备,2017011616,,
384856,堡林 悼备,2017011617,,
384857,堡林 悼备,2017011618,,
384858,堡林 悼备,2017011619,,
384859,堡林 悼备,2017011620,,
384860,堡林 悼备,2017011621,,
384861,堡林 悼备,2017011622,,
384862,堡林 悼备,2017011623,,
384863,堡林 悼备,2017011624,,
384864,堡林 悼备,2017011701,,
384865,堡林 悼备,2017011702,,
384866,堡林 悼备,2017011703,,
384867,堡林 悼备,2017011704,,
384868,堡林 悼备,2017011705,,
384869,堡林 悼备,2017011706,,
384870,堡林 悼备,2017011707,,
384871,堡林 悼备,2017011708,,
384872,堡林 悼备,2017011709,,
384873,堡林 悼备,2017011710,,
384874,堡林 悼备,2017011711,,
384875,堡林 悼备,2017011712,,
384876,堡林 悼备,2017011713,,
384877,堡林 悼备,2017011714,,
384878,堡林 悼备,2017011715,,
384879,堡林 悼备,2017011716,,
384880,堡林 悼备,2017011717,,
384881,堡林 悼备,2017011718,,
384882,堡林 悼备,2017011719,,
384883,堡林 悼备,2017011720,,
384884,堡林 悼备,2017011721,,
384885,堡林 悼备,2017011722,,
384886,堡林 悼备,2017011723,,
384887,堡林 悼备,2017011724,,
384888,堡林 悼备,2017011801,,
384889,堡林 悼备,2017011802,,
384890,堡林 悼备,2017011803,,
384891,堡林 悼备,2017011804,,
384892,堡林 悼备,2017011805,,
384893,堡林 悼备,2017011806,,
384894,堡林 悼备,2017011807,,
384895,堡林 悼备,2017011808,,
384896,堡林 悼备,2017011809,,
384897,堡林 悼备,2017011810,,
384898,堡林 悼备,2017011811,,
384899,堡林 悼备,2017011812,,
384900,堡林 悼备,2017011813,,
384901,堡林 悼备,2017011814,90.0,67.0
384902,堡林 悼备,2017011815,90.0,67.0
384903,堡林 悼备,2017011816,90.0,70.0
384904,堡林 悼备,2017011817,100.0,71.0
384905,堡林 悼备,2017011818,110.0,84.0
384906,堡林 悼备,2017011819,122.0,98.0
384907,堡林 悼备,2017011820,127.0,98.0
384908,堡林 悼备,2017011821,130.0,100.0
384909,堡林 悼备,2017011822,133.0,104.0
384910,堡林 悼备,2017011823,127.0,110.0
384911,堡林 悼备,2017011824,125.0,108.0
384912,堡林 悼备,2017011901,116.0,101.0
384913,堡林 悼备,2017011902,117.0,102.0
384914,堡林 悼备,2017011903,123.0,107.0
384915,堡林 悼备,2017011904,121.0,100.0
384916,堡林 悼备,2017011905,114.0,93.0
384917,堡林 悼备,2017011906,120.0,99.0
384918,堡林 悼备,2017011907,128.0,108.0
384919,堡林 悼备,2017011908,129.0,112.0
384920,堡林 悼备,2017011909,133.0,114.0
384921,堡林 悼备,2017011910,138.0,111.0
384922,堡林 悼备,2017011911,147.0,121.0
384923,堡林 悼备,2017011912,122.0,91.0
384924,堡林 悼备,2017011913,99.0,76.0
384925,堡林 悼备,2017011914,100.0,82.0
384926,堡林 悼备,2017011915,86.0,68.0
384927,堡林 悼备,2017011916,89.0,68.0
384928,堡林 悼备,2017011917,87.0,65.0
384929,堡林 悼备,2017011918,71.0,57.0
384930,堡林 悼备,2017011919,88.0,70.0
384931,堡林 悼备,2017011920,92.0,70.0
384932,堡林 悼备,2017011921,81.0,58.0
384933,堡林 悼备,2017011922,75.0,61.0
384934,堡林 悼备,2017011923,72.0,57.0
384935,堡林 悼备,2017011924,75.0,55.0
384936,堡林 悼备,2017012001,64.0,51.0
384937,堡林 悼备,2017012002,66.0,53.0
384938,堡林 悼备,2017012003,60.0,44.0
384939,堡林 悼备,2017012004,55.0,47.0
384940,堡林 悼备,2017012005,83.0,65.0
384941,堡林 悼备,2017012006,88.0,74.0
384942,堡林 悼备,2017012007,32.0,28.0
384943,堡林 悼备,2017012008,33.0,26.0
384944,堡林 悼备,2017012009,40.0,31.0
384945,堡林 悼备,2017012010,37.0,28.0
384946,堡林 悼备,2017012011,33.0,31.0
384947,堡林 悼备,2017012012,39.0,37.0
384948,堡林 悼备,2017012013,43.0,34.0
384949,堡林 悼备,2017012014,37.0,29.0
384950,堡林 悼备,2017012015,40.0,23.0
384951,堡林 悼备,2017012016,29.0,21.0
384952,堡林 悼备,2017012017,29.0,16.0
384953,堡林 悼备,2017012018,25.0,11.0
384954,堡林 悼备,2017012019,32.0,13.0
384955,堡林 悼备,2017012020,31.0,11.0
384956,堡林 悼备,2017012021,29.0,14.0
384957,堡林 悼备,2017012022,25.0,16.0
384958,堡林 悼备,2017012023,24.0,15.0
384959,堡林 悼备,2017012024,27.0,17.0
384960,堡林 悼备,2017012101,29.0,15.0
384961,堡林 悼备,2017012102,29.0,14.0
384962,堡林 悼备,2017012103,24.0,9.0
384963,堡林 悼备,2017012104,22.0,11.0
384964,堡林 悼备,2017012105,27.0,11.0
384965,堡林 悼备,2017012106,22.0,12.0
384966,堡林 悼备,2017012107,28.0,15.0
384967,堡林 悼备,2017012108,27.0,18.0
384968,堡林 悼备,2017012109,35.0,24.0
384969,堡林 悼备,2017012110,40.0,25.0
384970,堡林 悼备,2017012111,47.0,28.0
384971,堡林 悼备,2017012112,46.0,29.0
384972,堡林 悼备,2017012113,39.0,19.0
384973,堡林 悼备,2017012114,38.0,26.0
384974,堡林 悼备,2017012115,35.0,18.0
384975,堡林 悼备,2017012116,31.0,18.0
384976,堡林 悼备,2017012117,28.0,23.0
384977,堡林 悼备,2017012118,31.0,23.0
384978,堡林 悼备,2017012119,26.0,17.0
384979,堡林 悼备,2017012120,32.0,23.0
384980,堡林 悼备,2017012121,25.0,20.0
384981,堡林 悼备,2017012122,27.0,23.0
384982,堡林 悼备,2017012123,26.0,19.0
384983,堡林 悼备,2017012124,23.0,20.0
384984,堡林 悼备,2017012201,22.0,20.0
384985,堡林 悼备,2017012202,27.0,27.0
384986,堡林 悼备,2017012203,35.0,27.0
384987,堡林 悼备,2017012204,45.0,32.0
384988,堡林 悼备,2017012205,78.0,53.0
384989,堡林 悼备,2017012206,31.0,17.0
384990,堡林 悼备,2017012207,30.0,17.0
384991,堡林 悼备,2017012208,29.0,14.0
384992,堡林 悼备,2017012209,26.0,15.0
384993,堡林 悼备,2017012210,27.0,15.0
384994,堡林 悼备,2017012211,29.0,12.0
384995,堡林 悼备,2017012212,35.0,11.0
384996,堡林 悼备,2017012213,38.0,16.0
384997,堡林 悼备,2017012214,37.0,15.0
384998,堡林 悼备,2017012215,30.0,12.0
384999,堡林 悼备,2017012216,35.0,13.0
385000,堡林 悼备,2017012217,24.0,8.0
385001,堡林 悼备,2017012218,25.0,15.0
385002,堡林 悼备,2017012219,24.0,15.0
385003,堡林 悼备,2017012220,24.0,15.0
385004,堡林 悼备,2017012221,23.0,17.0
385005,堡林 悼备,2017012222,23.0,17.0
385006,堡林 悼备,2017012223,28.0,25.0
385007,堡林 悼备,2017012224,34.0,26.0
385008,堡林 悼备,2017012301,30.0,30.0
385009,堡林 悼备,2017012302,41.0,29.0
385010,堡林 悼备,2017012303,43.0,31.0
385011,堡林 悼备,2017012304,39.0,34.0
385012,堡林 悼备,2017012305,38.0,31.0
385013,堡林 悼备,2017012306,34.0,27.0
385014,堡林 悼备,2017012307,35.0,26.0
385015,堡林 悼备,2017012308,37.0,30.0
385016,堡林 悼备,2017012309,41.0,41.0
385017,堡林 悼备,2017012310,51.0,40.0
385018,堡林 悼备,2017012311,42.0,36.0
385019,堡林 悼备,2017012312,41.0,36.0
385020,堡林 悼备,2017012313,44.0,37.0
385021,堡林 悼备,2017012314,36.0,28.0
385022,堡林 悼备,2017012315,28.0,21.0
385023,堡林 悼备,2017012316,26.0,23.0
385024,堡林 悼备,2017012317,23.0,19.0
385025,堡林 悼备,2017012318,22.0,15.0
385026,堡林 悼备,2017012319,21.0,18.0
385027,堡林 悼备,2017012320,24.0,17.0
385028,堡林 悼备,2017012321,21.0,17.0
385029,堡林 悼备,2017012322,24.0,16.0
385030,堡林 悼备,2017012323,19.0,18.0
385031,堡林 悼备,2017012324,21.0,17.0
385032,堡林 悼备,2017012401,18.0,17.0
385033,堡林 悼备,2017012402,22.0,17.0
385034,堡林 悼备,2017012403,19.0,17.0
385035,堡林 悼备,2017012404,19.0,17.0
385036,堡林 悼备,2017012405,18.0,15.0
385037,堡林 悼备,2017012406,20.0,17.0
385038,堡林 悼备,2017012407,21.0,14.0
385039,堡林 悼备,2017012408,29.0,16.0
385040,堡林 悼备,2017012409,23.0,14.0
385041,堡林 悼备,2017012410,31.0,23.0
385042,堡林 悼备,2017012411,28.0,17.0
385043,堡林 悼备,2017012412,25.0,16.0
385044,堡林 悼备,2017012413,26.0,19.0
385045,堡林 悼备,2017012414,,
385046,堡林 悼备,2017012415,,
385047,堡林 悼备,2017012416,31.0,18.0
385048,堡林 悼备,2017012417,31.0,18.0
385049,堡林 悼备,2017012418,33.0,18.0
385050,堡林 悼备,2017012419,32.0,20.0
385051,堡林 悼备,2017012420,33.0,24.0
385052,堡林 悼备,2017012421,35.0,26.0
385053,堡林 悼备,2017012422,27.0,17.0
385054,堡林 悼备,2017012423,25.0,20.0
385055,堡林 悼备,2017012424,27.0,15.0
385056,堡林 悼备,2017012501,26.0,15.0
385057,堡林 悼备,2017012502,22.0,17.0
385058,堡林 悼备,2017012503,22.0,16.0
385059,堡林 悼备,2017012504,27.0,18.0
385060,堡林 悼备,2017012505,25.0,16.0
385061,堡林 悼备,2017012506,30.0,24.0
385062,堡林 悼备,2017012507,24.0,18.0
385063,堡林 悼备,2017012508,24.0,14.0
385064,堡林 悼备,2017012509,37.0,31.0
385065,堡林 悼备,2017012510,51.0,39.0
385066,堡林 悼备,2017012511,27.0,21.0
385067,堡林 悼备,2017012512,30.0,19.0
385068,堡林 悼备,2017012513,34.0,19.0
385069,堡林 悼备,2017012514,35.0,21.0
385070,堡林 悼备,2017012515,33.0,20.0
385071,堡林 悼备,2017012516,34.0,22.0
385072,堡林 悼备,2017012517,39.0,25.0
385073,堡林 悼备,2017012518,43.0,25.0
