ÁöÁ¡,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s)
722,2015-07-28,25.9,4,1.6
722,2015-07-29,28.5,0,1.8
722,2015-07-30,28.8,0,1.7
722,2015-07-31,28.6,0,1.8
722,2015-08-01,28.1,0,2.1
722,2015-08-02,28,0,2.3
722,2015-08-03,27.7,0,2.5
722,2015-08-04,28.2,0,3
722,2015-08-05,28.4,0,2.1
722,2015-08-06,29.2,0,2
722,2015-08-07,29.3,0,2.1
722,2015-08-08,27,27.5,1.9
722,2015-08-09,27.4,0,1.7
722,2015-08-10,26.7,0,1.7
722,2015-08-11,22.1,26,1.8
722,2015-08-12,23.9,1.5,1.7
722,2015-08-13,25.2,0,2
722,2015-08-14,25.3,0,1.7
722,2015-08-15,26.6,0,1.9
722,2015-08-16,25.6,0,1.7
722,2015-08-17,26,0.5,1.5
722,2015-08-18,25.2,0,1.6
722,2015-08-19,25.3,0,1.6
722,2015-08-20,23.6,7,1
722,2015-08-21,24.4,44,2.2
722,2015-08-22,24.3,0,1.3
722,2015-08-23,24.6,0,1.4
722,2015-08-24,24.3,0,1.5
722,2015-08-25,22.3,23,1.9
722,2015-08-26,22.9,0,2.3
722,2015-08-27,22.4,19,2.2
722,2015-08-28,23.8,0,2.1
722,2015-08-29,22.7,0,1.7
722,2015-08-30,23.5,0,1.8
722,2015-08-31,24.5,0,1.8
722,2015-09-01,24.3,10,2.3
722,2015-09-02,23.4,11,1.8
722,2015-09-03,22.8,5.5,1.8
722,2015-09-04,23.3,0,1.7
722,2015-09-05,21.8,21.5,1.8
722,2015-09-06,22.3,4,1.9
722,2015-09-07,21.7,0,1.5
722,2015-09-08,20.5,0,1.9
722,2015-09-09,20.7,0,2.2
722,2015-09-10,21.6,0,2.1
722,2015-09-11,21.6,0,2.1
722,2015-09-12,18.9,4,1.8
722,2015-09-13,18.9,0,1.9
722,2015-09-14,19.5,0,1.6
722,2015-09-15,19.5,0,1.7
722,2015-09-16,19,0,1.4
722,2015-09-17,21.1,0,1.8
722,2015-09-18,21.3,0,1.8
722,2015-09-19,21.1,0,1.7
722,2015-09-20,20.7,0,1.9
722,2015-09-21,21.9,0,1.6
722,2015-09-22,21.5,0,2.1
722,2015-09-23,18.4,20.5,1
722,2015-09-24,21.2,0,1.6
722,2015-09-25,20.9,0,1.7
722,2015-09-26,21,0,1.7
722,2015-09-27,20.9,0,1.6
722,2015-09-28,21.7,0,1.8
722,2015-09-29,22.9,0,1.8
722,2015-09-30,18.9,2,2
722,2015-10-01,19,72,3.4
722,2015-10-02,16.5,0,2.8
722,2015-10-03,17.9,0,2.1
722,2015-10-04,18.8,0,1.6
722,2015-10-05,18.7,0,1.8
722,2015-10-06,18.2,0,2
722,2015-10-07,18.1,0,1.8
722,2015-10-08,18.2,0,1.7
722,2015-10-09,16.5,0,3
722,2015-10-10,15.8,1,2.2
722,2015-10-11,14,4,2.7
722,2015-10-12,14.2,1,2.7
722,2015-10-13,15.2,0,2.2
722,2015-10-14,16.3,0,1.8
722,2015-10-15,17.2,0,1.8
722,2015-10-16,16.8,0,1.8
722,2015-10-17,17.1,0,1.8
722,2015-10-18,17.2,0,1.7
722,2015-10-19,17.5,0,1.7
722,2015-10-20,18.1,0,2.1
722,2015-10-21,18.1,0,1.6
722,2015-10-22,18.6,0,1.8
722,2015-10-23,17.2,0,1.7
722,2015-10-24,15.6,0.5,1.5
722,2015-10-25,16.2,0,1.9
722,2015-10-26,16.1,0,2.9
722,2015-10-27,14.9,18.5,4
722,2015-10-28,12.8,0,2.3
722,2015-10-29,12.8,0,1.8
722,2015-10-30,10.5,0,2.4
722,2015-10-31,9.2,0,2.4
722,2015-11-01,7.6,0,1.3
722,2015-11-02,9.7,0,1.9
722,2015-11-03,11.4,0,1.8
722,2015-11-04,12.5,0,1.5
722,2015-11-05,15.2,0,1.2
722,2015-11-06,15.8,3,2
722,2015-11-07,16.1,17,2
722,2015-11-08,16.6,5.5,1.6
722,2015-11-09,13.6,1.5,2.6
722,2015-11-10,11,0,1.8
722,2015-11-11,12.2,0,1.4
722,2015-11-12,14.3,0,1.6
722,2015-11-13,12.6,26,1.1
722,2015-11-14,14.6,1.5,1.4
722,2015-11-15,13.8,0,1.3
722,2015-11-16,14.5,12,2.4
722,2015-11-17,15.8,0,1.2
722,2015-11-18,13.4,17.5,1.1
722,2015-11-19,11.6,2,1
722,2015-11-20,11.9,0,1.3
722,2015-11-21,10,0,1.2
722,2015-11-22,12,0,1.3
722,2015-11-23,12.6,2.5,1.1
722,2015-11-24,10,0,1.9
722,2015-11-25,7.1,7.5,2.3
722,2015-11-26,1.1,6.5,2.7
722,2015-11-27,2.1,0.5,1.2
722,2015-11-28,4.4,0,1.4
722,2015-11-29,7.3,0.5,1.4
722,2015-11-30,7.7,0.5,1.4
722,2015-12-01,7.4,0,1.3
722,2015-12-02,9.5,6.5,2.4
722,2015-12-03,4.8,1.5,4.3
722,2015-12-04,3.9,5,1.7
722,2015-12-05,5.3,0,1.7
722,2015-12-06,4.7,0,1.4
722,2015-12-07,3.3,0,1.5
722,2015-12-08,5,0,1.7
722,2015-12-09,8.8,0,1.4
722,2015-12-10,10.7,23,1.3
722,2015-12-11,8.3,2,1.7
722,2015-12-12,8.8,0,1.1
722,2015-12-13,10.2,0,1.4
722,2015-12-14,10.8,3,1.8
722,2015-12-15,8.2,1,3.1
722,2015-12-16,2.7,0.5,3.4
722,2015-12-17,-0.9,2,1.4
722,2015-12-18,0.7,0,1.3
722,2015-12-19,2.6,0,1.6
722,2015-12-20,4.6,2,0.7
722,2015-12-21,6,2,1.3
722,2015-12-22,7,0,1.3
722,2015-12-23,8.3,4,1
722,2015-12-24,5.8,0,2.1
722,2015-12-25,2.9,0,2.2
722,2015-12-26,5.1,0,1.6
722,2015-12-27,0.8,0,2.3
722,2015-12-28,0.4,0,2.2
722,2015-12-29,1.4,0,1.6
722,2015-12-30,2.8,0,1.6
722,2015-12-31,3.8,3.5,1.9
